  -4.39999998E-02  -10.0000000    
  -3.29999998E-02  -9.87500000    
   1.99999996E-02  -9.75000000    
   4.00000066E-03  -9.62500000    
   1.59999989E-02  -9.50000000    
   1.09999999E-02  -9.37500000    
   1.90000013E-02  -9.25000000    
   1.59999989E-02  -9.12500000    
   1.70000009E-02  -9.00000000    
   1.30000003E-02  -8.87500000    
   7.99999759E-03  -8.75000000    
   0.00000000      -8.62500000    
  -6.99999928E-03  -8.50000000    
  -1.19999982E-02  -8.37500000    
  -1.80000011E-02  -8.25000000    
  -2.09999997E-02  -8.12500000    
  -2.40000002E-02  -8.00000000    
  -2.40000002E-02  -7.87500000    
  -2.39999965E-02  -7.75000000    
  -1.80000067E-02  -7.62500000    
  -1.29999965E-02  -7.50000000    
  -2.99999863E-03  -7.37500000    
   4.00000066E-03  -7.25000000    
   1.19999945E-02  -7.12500000    
   1.70000046E-02  -7.00000000    
   2.09999979E-02  -6.87500000    
   2.30000019E-02  -6.75000000    
   2.29999982E-02  -6.62500000    
   2.30000019E-02  -6.50000000    
   1.99999996E-02  -6.37500000    
   1.39999986E-02  -6.25000000    
   8.99999961E-03  -6.12500000    
  -9.99998301E-04  -6.00000000    
  -8.99999961E-03  -5.87500000    
  -1.70000009E-02  -5.75000000    
  -2.30000000E-02  -5.62500000    
  -2.50000004E-02  -5.50000000    
  -2.49999985E-02  -5.37500000    
  -2.19999999E-02  -5.25000000    
  -1.70000046E-02  -5.12500000    
  -1.09999999E-02  -5.00000000    
  -2.99999863E-03  -4.87500000    
   6.00000471E-03  -4.75000000    
   1.29999965E-02  -4.62500000    
   1.90000013E-02  -4.50000000    
   2.19999999E-02  -4.37500000    
   2.19999999E-02  -4.25000000    
   1.89999994E-02  -4.12500000    
   1.30000003E-02  -4.00000000    
   7.99999945E-03  -3.87500000    
   3.00000049E-03  -3.75000000    
  -2.00000033E-03  -3.62500000    
  -4.99999896E-03  -3.50000000    
  -9.99999978E-03  -3.37500000    
  -1.40000004E-02  -3.25000000    
  -1.89999994E-02  -3.12500000    
  -2.10000016E-02  -3.00000000    
  -1.99999996E-02  -2.87500000    
  -1.79999992E-02  -2.75000000    
  -1.30000040E-02  -2.62500000    
  -5.99999726E-03  -2.50000000    
  -1.00000203E-03  -2.37500000    
   4.00000066E-03  -2.25000000    
   6.99999928E-03  -2.12500000    
   1.09999999E-02  -2.00000000    
   1.40000060E-02  -1.87500000    
   1.99999958E-02  -1.75000000    
   2.40000002E-02  -1.62500000    
   2.60000005E-02  -1.50000000    
   2.60000005E-02  -1.37500000    
   1.99999996E-02  -1.25000000    
   1.00000016E-02  -1.12500000    
   0.00000000      -1.00000000    
  -1.00000016E-02 -0.875000000    
  -1.40000004E-02 -0.750000000    
  -1.20000001E-02 -0.625000000    
  -2.99999956E-03 -0.500000000    
   1.59999989E-02 -0.375000000    
   4.00000028E-02 -0.250000000    
   7.29999915E-02 -0.125000000    
  0.110000014       0.00000000    
  0.145999998      0.125000000    
  0.170999974      0.250000000    
  0.169000030      0.375000000    
  0.130999982      0.500000000    
   5.69999814E-02  0.625000000    
  -4.29999828E-02  0.750000000    
 -0.144999981      0.875000000    
 -0.229000032       1.00000000    
 -0.277999997       1.12500000    
 -0.289000005       1.25000000    
 -0.266000003       1.37500000    
 -0.222000033       1.50000000    
 -0.161999941       1.62500000    
  -9.40000415E-02   1.75000000    
  -1.59999728E-02   1.87500000    
   6.49999976E-02   2.00000000    
  0.143000007       2.12500000    
  0.203999966       2.25000000    
  0.238000020       2.37500000    
  0.240999997       2.50000000    
  0.212999985       2.62500000    
  0.162000000       2.75000000    
  0.100000024       2.87500000    
   3.49999666E-02   3.00000000    
  -2.69999504E-02   3.12500000    
  -8.40000212E-02   3.25000000    
 -0.131999999       3.37500000    
 -0.165000007       3.50000000    
 -0.181999996       3.62500000    
 -0.174000010       3.75000000    
 -0.144000009       3.87500000    
  -9.19999778E-02   4.00000000    
  -2.79999971E-02   4.12500000    
   3.89999747E-02   4.25000000    
  0.101000011       4.37500000    
  0.144000009       4.50000000    
  0.164999992       4.62500000    
  0.162000000       4.75000000    
  0.137000009       4.87500000    
   9.79999900E-02   5.00000000    
   5.09999990E-02   5.12500000    
   4.00000811E-03   5.25000000    
  -3.70000005E-02   5.37500000    
  -7.40000010E-02   5.50000000    
 -0.105000004       5.62500000    
 -0.126000002       5.75000000    
 -0.135999992       5.87500000    
 -0.129000008       6.00000000    
 -0.107000008       6.12500000    
  -7.19999969E-02   6.25000000    
  -3.20000052E-02   6.37500000    
   6.00001216E-03   6.50000000    
   3.79999876E-02   6.62500000    
   6.10000193E-02   6.75000000    
   7.59999901E-02   6.87500000    
   8.30000043E-02   7.00000000    
   8.39999989E-02   7.12500000    
   7.80000016E-02   7.25000000    
   6.29999936E-02   7.37500000    
   4.00000066E-02   7.50000000    
   1.19999945E-02   7.62500000    
  -1.50000006E-02   7.75000000    
  -3.99999917E-02   7.87500000    
  -5.40000051E-02   8.00000000    
  -5.59999943E-02   8.12500000    
  -4.69999984E-02   8.25000000    
  -2.69999988E-02   8.37500000    
  -5.00000268E-03   8.50000000    
   1.60000026E-02   8.62500000    
   2.89999992E-02   8.75000000    
   3.09999995E-02   8.87500000    
   2.49999985E-02   9.00000000    
   1.20000020E-02   9.12500000    
  -1.00000203E-03   9.25000000    
  -1.19999982E-02   9.37500000    
  -1.80000011E-02   9.50000000    
  -2.19999999E-02   9.62500000    
  -2.19999999E-02   9.75000000    
  -2.19999980E-02   9.87500000    
  -2.19999999E-02   10.0000000    
  -2.00000033E-02   10.1250000    
  -1.59999952E-02   10.2500000    
  -9.00000334E-03   10.3750000    
   5.00000268E-03   10.5000000    
   1.89999938E-02   10.6250000    
   3.30000035E-02   10.7500000    
   3.99999991E-02   10.8750000    
   3.80000025E-02   11.0000000    
   3.10000014E-02   11.1250000    
   1.69999972E-02   11.2500000    
   5.00000268E-03   11.3750000    
  -6.99999928E-03   11.5000000    
  -1.50000006E-02   11.6250000    
  -2.30000019E-02   11.7500000    
  -3.09999995E-02   11.8750000    
  -3.79999988E-02   12.0000000    
  -4.50000018E-02   12.1250000    
  -4.49999943E-02   12.2500000    
  -3.70000005E-02   12.3750000    
  -2.09999979E-02   12.5000000    
  -1.00000203E-03   12.6250000    
   2.19999999E-02   12.7500000    
   3.89999896E-02   12.8750000    
   5.10000065E-02   13.0000000    
   5.39999977E-02   13.1250000    
   5.20000011E-02   13.2500000    
   4.60000038E-02   13.3750000    
   3.59999985E-02   13.5000000    
   2.40000039E-02   13.6250000    
   8.00000131E-03   13.7500000    
  -9.00000334E-03   13.8750000    
  -2.50000060E-02   14.0000000    
  -3.79999951E-02   14.1250000    
  -4.39999998E-02   14.2500000    
  -4.30000015E-02   14.3750000    
  -3.49999964E-02   14.5000000    
  -2.30000019E-02   14.6250000    
  -9.99999791E-03   14.7500000    
   1.00000203E-03   14.8750000    
   9.99999791E-03   15.0000000    
   1.69999972E-02   15.1250000    
   2.50000022E-02   15.2500000    
   3.19999978E-02   15.3750000    
   4.00000028E-02   15.5000000    
