    -10.000    -0.006
     -9.875    -0.011
     -9.750    -0.013
     -9.625    -0.023
     -9.500    -0.035
     -9.375    -0.049
     -9.250    -0.061
     -9.125    -0.071
     -9.000    -0.079
     -8.875    -0.084
     -8.750    -0.086
     -8.625    -0.081
     -8.500    -0.068
     -8.375    -0.048
     -8.250    -0.022
     -8.125     0.003
     -8.000     0.022
     -7.875     0.030
     -7.750     0.030
     -7.625     0.023
     -7.500     0.015
     -7.375     0.010
     -7.250     0.008
     -7.125     0.007
     -7.000     0.004
     -6.875    -0.002
     -6.750    -0.012
     -6.625    -0.024
     -6.500    -0.034
     -6.375    -0.038
     -6.250    -0.036
     -6.125    -0.029
     -6.000    -0.020
     -5.875    -0.012
     -5.750    -0.007
     -5.625    -0.006
     -5.500    -0.008
     -5.375    -0.012
     -5.250    -0.019
     -5.125    -0.029
     -5.000    -0.043
     -4.875    -0.058
     -4.750    -0.073
     -4.625    -0.084
     -4.500    -0.087
     -4.375    -0.084
     -4.250    -0.077
     -4.125    -0.069
     -4.000    -0.065
     -3.875    -0.064
     -3.750    -0.065
     -3.625    -0.065
     -3.500    -0.060
     -3.375    -0.049
     -3.250    -0.033
     -3.125    -0.017
     -3.000    -0.004
     -2.875     0.003
     -2.750     0.004
     -2.625     0.001
     -2.500    -0.006
     -2.375    -0.012
     -2.250    -0.018
     -2.125    -0.023
     -2.000    -0.030
     -1.875    -0.038
     -1.750    -0.045
     -1.625    -0.051
     -1.500    -0.051
     -1.375    -0.046
     -1.250    -0.038
     -1.125    -0.030
     -1.000    -0.026
     -0.875    -0.026
     -0.750    -0.028
     -0.625    -0.025
     -0.500    -0.010
     -0.375     0.024
     -0.250     0.083
     -0.125     0.171
      0.000     0.289
      0.125     0.432
      0.250     0.589
      0.375     0.735
      0.500     0.841
      0.625     0.873
      0.750     0.813
      0.875     0.659
      1.000     0.427
      1.125     0.151
      1.250    -0.132
      1.375    -0.391
      1.500    -0.604
      1.625    -0.755
      1.750    -0.833
      1.875    -0.832
      2.000    -0.749
      2.125    -0.590
      2.250    -0.375
      2.375    -0.130
      2.500     0.113
      2.625     0.326
      2.750     0.488
      2.875     0.588
      3.000     0.621
      3.125     0.588
      3.250     0.493
      3.375     0.343
      3.500     0.153
      3.625    -0.053
      3.750    -0.250
      3.875    -0.409
      4.000    -0.510
      4.125    -0.539
      4.250    -0.493
      4.375    -0.381
      4.500    -0.219
      4.625    -0.029
      4.750     0.162
      4.875     0.332
      5.000     0.461
      5.125     0.537
      5.250     0.554
      5.375     0.514
      5.500     0.423
      5.625     0.288
      5.750     0.125
      5.875    -0.047
      6.000    -0.207
      6.125    -0.337
      6.250    -0.423
      6.375    -0.461
      6.500    -0.452
      6.625    -0.403
      6.750    -0.325
      6.875    -0.224
      7.000    -0.110
      7.125     0.005
      7.250     0.111
      7.375     0.194
      7.500     0.245
      7.625     0.260
      7.750     0.238
      7.875     0.186
      8.000     0.115
      8.125     0.037
      8.250    -0.034
      8.375    -0.088
      8.500    -0.121
      8.625    -0.129
      8.750    -0.116
      8.875    -0.089
      9.000    -0.056
      9.125    -0.023
      9.250     0.005
      9.375     0.025
      9.500     0.037
      9.625     0.043
      9.750     0.043
      9.875     0.040
     10.000     0.034
     10.125     0.024
     10.250     0.013
     10.375     0.003
     10.500    -0.005
     10.625    -0.007
     10.750    -0.003
     10.875     0.005
     11.000     0.014
     11.125     0.018
     11.250     0.015
     11.375     0.005
     11.500    -0.011
     11.625    -0.030
     11.750    -0.050
     11.875    -0.071
     12.000    -0.093
     12.125    -0.114
     12.250    -0.130
     12.375    -0.138
     12.500    -0.133
     12.625    -0.111
     12.750    -0.076
     12.875    -0.031
     13.000     0.017
     13.125     0.060
     13.250     0.094
     13.375     0.116
     13.500     0.122
     13.625     0.113
     13.750     0.090
     13.875     0.057
     14.000     0.019
     14.125    -0.016
     14.250    -0.041
     14.375    -0.051
     14.500    -0.044
     14.625    -0.021
     14.750     0.014
     14.875     0.055
     15.000     0.095
     15.125     0.131
     15.250     0.159
     15.375     0.178
     15.500     0.190
     15.625     0.193
     15.750     0.180
     15.875     0.148
     16.000     0.090
     16.125     0.009
     16.250    -0.086
     16.375    -0.180
     16.500    -0.257
     16.625    -0.304
     16.750    -0.319
     16.875    -0.303
     17.000    -0.265
     17.125    -0.210
     17.250    -0.143
     17.375    -0.067
     17.500     0.013
     17.625     0.087
     17.750     0.144
     17.875     0.173
     18.000     0.168
     18.125     0.133
     18.250     0.076
     18.375     0.010
     18.500    -0.056
     18.625    -0.113
     18.750    -0.158
     18.875    -0.186
     19.000    -0.192
     19.125    -0.171
     19.250    -0.122
     19.375    -0.049
     19.500     0.039
     19.625     0.127
     19.750     0.201
     19.875     0.249
     20.000     0.267
     20.125     0.258
     20.250     0.227
     20.375     0.180
     20.500     0.125
     20.625     0.064
     20.750     0.002
     20.875    -0.056
     21.000    -0.105
     21.125    -0.138
     21.250    -0.152
     21.375    -0.145
     21.500    -0.122
     21.625    -0.089
     21.750    -0.054
     21.875    -0.023
     22.000    -0.001
     22.125     0.010
     22.250     0.012
     22.375     0.005
     22.500    -0.010
     22.625    -0.029
     22.750    -0.049
     22.875    -0.063
     23.000    -0.067
     23.125    -0.056
     23.250    -0.034
     23.375    -0.004
     23.500     0.024
     23.625     0.046
     23.750     0.056
     23.875     0.055
     24.000     0.044
     24.125     0.026
     24.250     0.005
     24.375    -0.018
     24.500    -0.039
     24.625    -0.056
     24.750    -0.063
     24.875    -0.057
     25.000    -0.039
     25.125    -0.007
     25.250     0.032
     25.375     0.075
     25.500     0.113
     25.625     0.142
     25.750     0.156
     25.875     0.156
     26.000     0.140
     26.125     0.110
     26.250     0.067
     26.375     0.011
     26.500    -0.054
     26.625    -0.121
     26.750    -0.182
     26.875    -0.225
     27.000    -0.242
     27.125    -0.230
     27.250    -0.191
     27.375    -0.132
     27.500    -0.064
     27.625     0.004
     27.750     0.064
     27.875     0.112
     28.000     0.144
     28.125     0.159
     28.250     0.156
     28.375     0.135
     28.500     0.098
     28.625     0.051
     28.750     0.003
     28.875    -0.040
     29.000    -0.072
     29.125    -0.088
     29.250    -0.089
     29.375    -0.077
     29.500    -0.057
     29.625    -0.032
     29.750    -0.005
     29.875     0.024
     30.000     0.055
     30.125     0.086
     30.250     0.114
     30.375     0.134
     30.500     0.141
     30.625     0.132
     30.750     0.108
     30.875     0.075
     31.000     0.039
     31.125     0.005
     31.250    -0.024
     31.375    -0.051
     31.500    -0.079
     31.625    -0.108
     31.750    -0.134
     31.875    -0.153
     32.000    -0.160
     32.125    -0.151
     32.250    -0.130
     32.375    -0.100
     32.500    -0.064
     32.625    -0.025
     32.750     0.017
     32.875     0.060
     33.000     0.101
     33.125     0.133
     33.250     0.149
     33.375     0.142
     33.500     0.113
     33.625     0.065
     33.750     0.006
     33.875    -0.053
     34.000    -0.104
     34.125    -0.142
     34.250    -0.162
     34.375    -0.163
     34.500    -0.147
     34.625    -0.114
     34.750    -0.068
     34.875    -0.014
     35.000     0.042
     35.125     0.093
     35.250     0.133
     35.375     0.154
     35.500     0.155
     35.625     0.136
     35.750     0.101
     35.875     0.057
     36.000     0.010
     36.125    -0.034
     36.250    -0.072
     36.375    -0.099
     36.500    -0.115
     36.625    -0.116
     36.750    -0.101
     36.875    -0.071
     37.000    -0.031
     37.125     0.013
     37.250     0.052
     37.375     0.083
     37.500     0.102
     37.625     0.108
     37.750     0.102
     37.875     0.083
     38.000     0.054
     38.125     0.013
     38.250    -0.032
     38.375    -0.080
     38.500    -0.122
     38.625    -0.155
     38.750    -0.172
     38.875    -0.178
     39.000    -0.172
     39.125    -0.156
     39.250    -0.132
     39.375    -0.098
     39.500    -0.059
     39.625    -0.007
     39.750     0.036
     39.875     0.099
