  -10.0000000      -5.00000007E-02
  -9.87500000      -8.79999995E-02
  -9.75000000      -7.00000003E-02
  -9.62500000      -7.59999976E-02
  -9.50000000      -7.19999969E-02
  -9.37500000      -7.50000030E-02
  -9.25000000      -6.80000037E-02
  -9.12500000      -6.20000027E-02
  -9.00000000      -5.30000031E-02
  -8.87500000      -4.49999981E-02
  -8.75000000      -3.90000045E-02
  -8.62500000      -3.40000018E-02
  -8.50000000      -2.80000046E-02
  -8.37500000      -1.99999996E-02
  -8.25000000      -1.20000001E-02
  -8.12500000      -7.99999945E-03
  -8.00000000      -1.30000003E-02
  -7.87500000      -2.90000010E-02
  -7.75000000      -5.29999956E-02
  -7.62500000      -7.80000016E-02
  -7.50000000      -9.89999995E-02
  -7.37500000     -0.107000001    
  -7.25000000     -0.104999997    
  -7.12500000      -9.40000042E-02
  -7.00000000      -7.99999982E-02
  -6.87500000      -6.49999976E-02
  -6.75000000      -5.20000011E-02
  -6.62500000      -4.10000011E-02
  -6.50000000      -2.80000009E-02
  -6.37500000      -1.19999982E-02
  -6.25000000       4.00000066E-03
  -6.12500000       1.99999996E-02
  -6.00000000       2.80000009E-02
  -5.87500000       2.70000007E-02
  -5.75000000       1.49999997E-02
  -5.62500000      -7.00000022E-03
  -5.50000000      -3.40000018E-02
  -5.37500000      -6.30000010E-02
  -5.25000000      -9.20000002E-02
  -5.12500000     -0.119000003    
  -5.00000000     -0.144000009    
  -4.87500000     -0.162000000    
  -4.75000000     -0.171000004    
  -4.62500000     -0.169000000    
  -4.50000000     -0.152999997    
  -4.37500000     -0.127999991    
  -4.25000000      -9.89999995E-02
  -4.12500000      -7.19999969E-02
  -4.00000000      -5.49999997E-02
  -3.87500000      -4.60000038E-02
  -3.75000000      -4.39999998E-02
  -3.62500000      -4.59999964E-02
  -3.50000000      -4.59999964E-02
  -3.37500000      -4.49999981E-02
  -3.25000000      -4.29999977E-02
  -3.12500000      -4.60000001E-02
  -3.00000000      -5.40000014E-02
  -2.87500000      -6.70000017E-02
  -2.75000000      -8.39999989E-02
  -2.62500000     -0.100000001    
  -2.50000000     -0.112999998    
  -2.37500000     -0.120000005    
  -2.25000000     -0.122000001    
  -2.12500000     -0.120000005    
  -2.00000000     -0.116000004    
  -1.87500000     -0.109999999    
  -1.75000000      -9.70000029E-02
  -1.62500000      -7.89999962E-02
  -1.50000000      -5.29999994E-02
  -1.37500000      -2.19999999E-02
  -1.25000000       6.00000098E-03
  -1.12500000       2.40000021E-02
  -1.00000000       2.80000009E-02
 -0.875000000       1.79999992E-02
 -0.750000000       1.99999847E-03
 -0.625000000      -7.00000115E-03
 -0.500000000       4.99999989E-03
 -0.375000000       5.49999997E-02
